Year,Month,Day,Hour,Minute,Second,HYY_META.T336
2022,01,09,14,00,00,-11.567
2022,01,09,14,30,00,-11.39833
2022,01,09,15,00,00,-11.251
2022,01,09,15,30,00,-11.15833
2022,01,09,16,00,00,-11.09733
2022,01,09,16,30,00,-11.06
2022,01,09,17,00,00,-11
2022,01,09,17,30,00,-10.965
2022,01,09,18,00,00,-10.97233
2022,01,09,18,30,00,-10.99867
2022,01,09,19,00,00,-10.95
2022,01,09,19,30,00,-10.97467
2022,01,09,20,00,00,-11.06533
2022,01,09,20,30,00,-11.145
2022,01,09,21,00,00,-11.16
2022,01,09,21,30,00,-11.28367
2022,01,09,22,00,00,-11.50333
2022,01,09,22,30,00,-11.678
2022,01,09,23,00,00,-11.844
2022,01,09,23,30,00,-11.977
2022,01,10,00,00,00,-12.135
2022,01,10,00,30,00,-12.494
2022,01,10,01,00,00,-13.14033
2022,01,10,01,30,00,-13.74533
2022,01,10,02,00,00,-14.04533
2022,01,10,02,30,00,-14.42767
2022,01,10,03,00,00,-14.503
2022,01,10,03,30,00,-14.602
2022,01,10,04,00,00,-14.98833
2022,01,10,04,30,00,-15.58933
2022,01,10,05,00,00,-15.93967
2022,01,10,05,30,00,-14.45733
2022,01,10,06,00,00,-14.86067
2022,01,10,06,30,00,-15.95
2022,01,10,07,00,00,-16.06633
2022,01,10,07,30,00,-14.73233
2022,01,10,08,00,00,-15.722
2022,01,10,08,30,00,-15.11167
2022,01,10,09,00,00,-14.548
2022,01,10,09,30,00,-14.88933
2022,01,10,10,00,00,-17.026
2022,01,10,10,30,00,-17.38333
2022,01,10,11,00,00,-17.25583
2022,01,10,11,30,00,-17.77944
2022,01,10,12,00,00,-17.84433
2022,01,10,12,30,00,-17.009
2022,01,10,13,00,00,-16.793
2022,01,10,13,30,00,-16.37467
2022,01,10,14,00,00,-16.64733
2022,01,10,14,30,00,-17.06033
2022,01,10,15,00,00,-17.472
2022,01,10,15,30,00,-16.60133
2022,01,10,16,00,00,-17.093
2022,01,10,16,30,00,-17.18033
2022,01,10,17,00,00,-16.91433
2022,01,10,17,30,00,-14.841
2022,01,10,18,00,00,-13.78933
2022,01,10,18,30,00,-12.95767
2022,01,10,19,00,00,-13.52733
2022,01,10,19,30,00,-13.65167
2022,01,10,20,00,00,NaN
2022,01,10,20,30,00,NaN
2022,01,10,21,00,00,NaN
2022,01,10,21,30,00,NaN
2022,01,10,22,00,00,NaN
2022,01,10,22,30,00,NaN
2022,01,10,23,00,00,NaN
2022,01,10,23,30,00,NaN
2022,01,11,00,00,00,NaN
2022,01,11,00,30,00,NaN
2022,01,11,01,00,00,NaN
2022,01,11,01,30,00,NaN
2022,01,11,02,00,00,NaN
2022,01,11,02,30,00,NaN
2022,01,11,03,00,00,NaN
2022,01,11,03,30,00,NaN
2022,01,11,04,00,00,NaN
2022,01,11,04,30,00,NaN
2022,01,11,05,00,00,NaN
2022,01,11,05,30,00,NaN
2022,01,11,06,00,00,NaN
2022,01,11,06,30,00,NaN
2022,01,11,07,00,00,NaN
2022,01,11,07,30,00,NaN
2022,01,11,08,00,00,NaN
2022,01,11,08,30,00,-18.10667
2022,01,11,09,00,00,-18.236
2022,01,11,09,30,00,-17.27467
2022,01,11,10,00,00,-16.14867
2022,01,11,10,30,00,-15.28433
2022,01,11,11,00,00,-15.37533
2022,01,11,11,30,00,-15.08433
2022,01,11,12,00,00,-13.5
2022,01,11,12,30,00,-12.523
2022,01,11,13,00,00,-12.018
2022,01,11,13,30,00,-11.56167
2022,01,11,14,00,00,-11.44767
2022,01,11,14,30,00,-11.262
2022,01,11,15,00,00,-10.21867
2022,01,11,15,30,00,-9.35233
2022,01,11,16,00,00,-9.09833
2022,01,11,16,30,00,-8.71667
2022,01,11,17,00,00,-8.25567
2022,01,11,17,30,00,-7.98367
2022,01,11,18,00,00,-7.549
2022,01,11,18,30,00,-7.07633
2022,01,11,19,00,00,-6.76367
2022,01,11,19,30,00,-6.466
2022,01,11,20,00,00,-6.21733
2022,01,11,20,30,00,-6.07433
2022,01,11,21,00,00,-5.84733
2022,01,11,21,30,00,-5.80133
2022,01,11,22,00,00,-5.547
2022,01,11,22,30,00,-5.20367
2022,01,11,23,00,00,-5.00069
2022,01,11,23,30,00,-4.455
2022,01,12,00,00,00,-4.07833
2022,01,12,00,30,00,-3.77067
2022,01,12,01,00,00,-3.57533
2022,01,12,01,30,00,-3.346
2022,01,12,02,00,00,-3.114
2022,01,12,02,30,00,-2.865
2022,01,12,03,00,00,-2.61833
2022,01,12,03,30,00,-2.46567
2022,01,12,04,00,00,-2.27867
2022,01,12,04,30,00,-2.015
2022,01,12,05,00,00,-1.80467
2022,01,12,05,30,00,-1.63667
2022,01,12,06,00,00,-1.555
2022,01,12,06,30,00,-1.496
2022,01,12,07,00,00,-1.423
2022,01,12,07,30,00,-1.35767
2022,01,12,08,00,00,-1.30633
2022,01,12,08,30,00,-1.25233
2022,01,12,09,00,00,-1.20033
2022,01,12,09,30,00,-1.142
2022,01,12,10,00,00,-1.10233
2022,01,12,10,30,00,-1.05033
2022,01,12,11,00,00,-0.99267
2022,01,12,11,30,00,-0.93567
2022,01,12,12,00,00,-0.89633
2022,01,12,12,30,00,-0.89833
