Year,Month,Day,Hour,Minute,Second,HYY_META.Glob
2022,01,14,02,00,00,1.5197
2022,01,14,02,30,00,-0.28239
2022,01,14,03,00,00,-0.38942
2022,01,14,03,30,00,1.86297
2022,01,14,04,00,00,0.10651
2022,01,14,04,30,00,-0.41725
2022,01,14,05,00,00,0.77295
2022,01,14,05,30,00,1.25861
2022,01,14,06,00,00,1.27294
2022,01,14,06,30,00,1.24627
2022,01,14,07,00,00,2.49864
2022,01,14,07,30,00,2.73827
2022,01,14,08,00,00,2.21059
2022,01,14,08,30,00,1.40641
2022,01,14,09,00,00,5.96728
2022,01,14,09,30,00,16.47948
2022,01,14,10,00,00,30.48004
2022,01,14,10,30,00,70.49114
2022,01,14,11,00,00,61.75661
2022,01,14,11,30,00,51.88876
2022,01,14,12,00,00,70.23528
2022,01,14,12,30,00,57.08986
2022,01,14,13,00,00,50.05627
2022,01,14,13,30,00,42.40191
2022,01,14,14,00,00,39.8987
2022,01,14,14,30,00,38.88031
2022,01,14,15,00,00,19.75311
2022,01,14,15,30,00,4.8432
2022,01,14,16,00,00,2.82329
2022,01,14,16,30,00,2.04818
2022,01,14,17,00,00,2.60832
2022,01,14,17,30,00,2.54045
2022,01,14,18,00,00,2.82176
2022,01,14,18,30,00,0.58617
2022,01,14,19,00,00,2.94527
2022,01,14,19,30,00,2.27625
2022,01,14,20,00,00,1.84029
2022,01,14,20,30,00,2.65294
2022,01,14,21,00,00,2.5663
2022,01,14,21,30,00,1.27039
2022,01,14,22,00,00,2.06146
2022,01,14,22,30,00,3.19365
2022,01,14,23,00,00,3.86822
2022,01,14,23,30,00,3.09411
2022,01,15,00,00,00,3.15186
2022,01,15,00,30,00,3.15283
2022,01,15,01,00,00,2.50084
2022,01,15,01,30,00,1.56708
2022,01,15,02,00,00,3.77742
2022,01,15,02,30,00,2.88397
2022,01,15,03,00,00,2.15377
2022,01,15,03,30,00,1.32482
2022,01,15,04,00,00,1.53239
2022,01,15,04,30,00,0.37662
2022,01,15,05,00,00,0.3062
2022,01,15,05,30,00,1.41187
2022,01,15,06,00,00,0.35971
2022,01,15,06,30,00,0.89963
2022,01,15,07,00,00,0.03685
2022,01,15,07,30,00,2.02488
2022,01,15,08,00,00,1.24866
2022,01,15,08,30,00,0.13937
2022,01,15,09,00,00,2.64342
2022,01,15,09,30,00,17.26347
2022,01,15,10,00,00,42.49101
2022,01,15,10,30,00,70.63194
2022,01,15,11,00,00,96.59859
