Year,Month,Day,Hour,Minute,Second,HYY_META.Pamb0
2011,01,13,14,30,00,974.23241
2011,01,13,15,00,00,974.38067
2011,01,13,15,30,00,974.56767
2011,01,13,16,00,00,974.77033
2011,01,13,16,30,00,974.98267
2011,01,13,17,00,00,975.07733
2011,01,13,17,30,00,975.24467
2011,01,13,18,00,00,975.43
2011,01,13,18,30,00,975.665
2011,01,13,19,00,00,975.83767
2011,01,13,19,30,00,976.02379
2011,01,13,20,00,00,976.10172
2011,01,13,20,30,00,976.376
2011,01,13,21,00,00,976.60828
2011,01,13,21,30,00,976.83467
2011,01,13,22,00,00,977.031
2011,01,13,22,30,00,977.402
2011,01,13,23,00,00,977.57933
2011,01,13,23,30,00,978.02
2011,01,14,00,00,00,978.28667
2011,01,14,00,30,00,978.51733
2011,01,14,01,00,00,978.722
2011,01,14,01,30,00,978.969
2011,01,14,02,00,00,979.069
2011,01,14,02,30,00,979.03767
2011,01,14,03,00,00,979.16233
2011,01,14,03,30,00,979.23633
2011,01,14,04,00,00,979.41367
2011,01,14,04,30,00,979.58967
2011,01,14,05,00,00,979.83433
2011,01,14,05,30,00,980.03233
2011,01,14,06,00,00,980.42833
2011,01,14,06,30,00,980.65
2011,01,14,07,00,00,980.85533
2011,01,14,07,30,00,981.086
2011,01,14,08,00,00,981.47433
2011,01,14,08,30,00,981.771
2011,01,14,09,00,00,982.05733
2011,01,14,09,30,00,982.345
2011,01,14,10,00,00,982.73733
2011,01,14,10,30,00,983.04467
2011,01,14,11,00,00,983.26233
2011,01,14,11,30,00,983.611
2011,01,14,12,00,00,983.93433
2011,01,14,12,30,00,984.08533
2011,01,14,13,00,00,984.12967
2011,01,14,13,30,00,984.359
2011,01,14,14,00,00,984.62533
2011,01,14,14,30,00,984.94267
2011,01,14,15,00,00,985.19067
2011,01,14,15,30,00,985.41967
2011,01,14,16,00,00,985.671
2011,01,14,16,30,00,985.86267
2011,01,14,17,00,00,986.07267
2011,01,14,17,30,00,986.312
2011,01,14,18,00,00,986.65067
2011,01,14,18,30,00,986.91067
2011,01,14,19,00,00,987.20167
2011,01,14,19,30,00,987.51033
2011,01,14,20,00,00,987.73167
2011,01,14,20,30,00,987.95033
2011,01,14,21,00,00,988.04
2011,01,14,21,30,00,988.27133
2011,01,14,22,00,00,988.50533
2011,01,14,22,30,00,988.68367
2011,01,14,23,00,00,988.86033
2011,01,14,23,30,00,989.10567
2011,01,15,00,00,00,989.37867
2011,01,15,00,30,00,989.59433
2011,01,15,01,00,00,989.82
2011,01,15,01,30,00,990.10667
2011,01,15,02,00,00,990.41767
2011,01,15,02,30,00,990.66567
2011,01,15,03,00,00,990.973
2011,01,15,03,30,00,991.22467
2011,01,15,04,00,00,991.64167
2011,01,15,04,30,00,991.96033
2011,01,15,05,00,00,992.40267
2011,01,15,05,30,00,992.81333
2011,01,15,06,00,00,993.11967
2011,01,15,06,30,00,993.62033
2011,01,15,07,00,00,993.77733
2011,01,15,07,30,00,993.93933
2011,01,15,08,00,00,994.20167
2011,01,15,08,30,00,994.643
2011,01,15,09,00,00,994.98633
