Year,Month,Day,Hour,Minute,Second,HYY_META.Glob
2011,01,14,18,00,00,-0.17167
2011,01,14,18,30,00,-0.172
2011,01,14,19,00,00,0.022
2011,01,14,19,30,00,0.00567
2011,01,14,20,00,00,-0.33067
2011,01,14,20,30,00,-0.31533
2011,01,14,21,00,00,-0.21967
2011,01,14,21,30,00,-0.13733
2011,01,14,22,00,00,-0.17033
2011,01,14,22,30,00,-0.331
2011,01,14,23,00,00,-1.05733
2011,01,14,23,30,00,-1.02433
2011,01,15,00,00,00,0.51267
2011,01,15,00,30,00,0.22467
2011,01,15,01,00,00,0.112
2011,01,15,01,30,00,0.417
2011,01,15,02,00,00,0.11167
2011,01,15,02,30,00,0.11167
2011,01,15,03,00,00,0.20733
2011,01,15,03,30,00,0.09567
2011,01,15,04,00,00,0.144
2011,01,15,04,30,00,0.03167
2011,01,15,05,00,00,0.224
2011,01,15,05,30,00,0.33633
2011,01,15,06,00,00,0.25633
2011,01,15,06,30,00,0.288
2011,01,15,07,00,00,0.11233
2011,01,15,07,30,00,0.23967
2011,01,15,08,00,00,0.14367
2011,01,15,08,30,00,0.626
2011,01,15,09,00,00,3.264
2011,01,15,09,30,00,18.413
2011,01,15,10,00,00,41.71467
2011,01,15,10,30,00,68.79667
2011,01,15,11,00,00,96.489
2011,01,15,11,30,00,115.78767
2011,01,15,12,00,00,123.65067
2011,01,15,12,30,00,121.49567
2011,01,15,13,00,00,109.629
2011,01,15,13,30,00,89.607
2011,01,15,14,00,00,66.75333
2011,01,15,14,30,00,40.10767
2011,01,15,15,00,00,17.02933
2011,01,15,15,30,00,3.666
2011,01,15,16,00,00,0.14433
2011,01,15,16,30,00,0.20767
2011,01,15,17,00,00,-0.27433
2011,01,15,17,30,00,-0.66
2011,01,15,18,00,00,-0.25967
2011,01,15,18,30,00,-0.11367
2011,01,15,19,00,00,-0.693
2011,01,15,19,30,00,-0.85333
2011,01,15,20,00,00,-0.66
2011,01,15,20,30,00,-0.33867
2011,01,15,21,00,00,-0.30767
2011,01,15,21,30,00,-0.465
2011,01,15,22,00,00,-0.54733
2011,01,15,22,30,00,-0.54733
2011,01,15,23,00,00,-0.25867
2011,01,15,23,30,00,-0.19333
2011,01,16,00,00,00,-1.33933
2011,01,16,00,30,00,-0.82467
2011,01,16,01,00,00,-1.03233
2011,01,16,01,30,00,-0.40767
2011,01,16,02,00,00,-0.408
2011,01,16,02,30,00,-0.40767
2011,01,16,03,00,00,-0.50367
2011,01,16,03,30,00,-0.82433
2011,01,16,04,00,00,-0.34367
2011,01,16,04,30,00,0.075
2011,01,16,05,00,00,-0.08633
2011,01,16,05,30,00,-0.263
2011,01,16,06,00,00,-0.03933
2011,01,16,06,30,00,-0.344
2011,01,16,07,00,00,-0.18333
2011,01,16,07,30,00,0.15533
2011,01,16,08,00,00,0.494
2011,01,16,08,30,00,0.47733
2011,01,16,09,00,00,3.35633
2011,01,16,09,30,00,3.887
2011,01,16,10,00,00,13.647
2011,01,16,10,30,00,19.662
2011,01,16,11,00,00,24.95367
2011,01,16,11,30,00,24.728
2011,01,16,12,00,00,29.10267
2011,01,16,12,30,00,27.46133
2011,01,16,13,00,00,23.60267
2011,01,16,13,30,00,12.77933
2011,01,16,14,00,00,11.73367
2011,01,16,14,30,00,7.89167
2011,01,16,15,00,00,3.69433
2011,01,16,15,30,00,1.041
2011,01,16,16,00,00,0.09
2011,01,16,16,30,00,-0.08733
2011,01,16,17,00,00,-0.248
2011,01,16,17,30,00,-0.216
2011,01,16,18,00,00,0.07333
2011,01,16,18,30,00,0.05667
2011,01,16,19,00,00,0.058
2011,01,16,19,30,00,0.17033
2011,01,16,20,00,00,0.15467
2011,01,16,20,30,00,0.08933
2011,01,16,21,00,00,0.07333
2011,01,16,21,30,00,0.08967
2011,01,16,22,00,00,0.09033
2011,01,16,22,30,00,0.20233
2011,01,16,23,00,00,0.364
2011,01,16,23,30,00,0.34867
