   7.3458200000000000e+05   6.9683890625000000e+04   1.4967936000000000e+07   2.4378776000000000e+07
   7.3458200138888892e+05   1.4354204687500000e+05   1.6388342000000000e+07   2.4571296000000000e+07
   7.3458200277777773e+05   1.0942667968750000e+05   1.6874560000000000e+07   2.4244532000000000e+07
   7.3458200416666665e+05   2.7882162500000000e+05   1.6609111000000000e+07   2.4269268000000000e+07
   7.3458200555555557e+05   1.2435812500000000e+05   1.6263733000000000e+07   2.4916556000000000e+07
   7.3458200694444450e+05   2.2416012500000000e+05   1.5198116000000000e+07   2.3725994000000000e+07
   7.3458200833333330e+05   8.4903388671875000e+03   1.4487416000000000e+07   2.1598078000000000e+07
   7.3458200972222222e+05  -7.9182260742187500e+03   1.3062711000000000e+07   2.2381060000000000e+07
   7.3458201111111115e+05   1.8650014062500000e+05   1.4851459000000000e+07   2.4088576000000000e+07
   7.3458201249999995e+05   2.4975625000000000e+05   1.6418771000000000e+07   2.2543866000000000e+07
   7.3458201388888888e+05   7.9786156250000000e+04   1.6028571000000000e+07   2.2904884000000000e+07
   7.3458201527777780e+05   2.9555306250000000e+05   1.8321236000000000e+07   2.3997420000000000e+07
   7.3458201666666672e+05   2.6559937500000000e+05   2.0043852000000000e+07   2.3629656000000000e+07
   7.3458201805555553e+05   2.8861703125000000e+05   2.1513944000000000e+07   2.3501140000000000e+07
   7.3458201944444445e+05   6.0056671875000000e+04   2.1685718000000000e+07   2.5205460000000000e+07
   7.3458202083333337e+05   1.8960767187500000e+05   2.1848316000000000e+07   2.3098904000000000e+07
   7.3458202222222218e+05   1.6861781250000000e+05   2.0179004000000000e+07   2.3865152000000000e+07
   7.3458202361111110e+05   1.5127671875000000e+05   2.2122012000000000e+07   2.4233192000000000e+07
   7.3458202500000002e+05   1.5377256250000000e+05   1.9889196000000000e+07   2.2965026000000000e+07
   7.3458202638888895e+05   1.8799262500000000e+05   1.9231148000000000e+07   2.2903390000000000e+07
   7.3458202777777775e+05   7.8357661132812500e+03   1.6240614000000000e+07   2.3518850000000000e+07
   7.3458202916666667e+05   9.2235039062500000e+04   1.6245612000000000e+07   2.3258458000000000e+07
   7.3458203055555560e+05   1.7154881250000000e+05   1.8019940000000000e+07   2.3152594000000000e+07
   7.3458203194444440e+05   1.8204306250000000e+05   1.9177168000000000e+07   2.3757178000000000e+07
   7.3458203333333333e+05   2.6466146875000000e+05   2.0943966000000000e+07   2.3709650000000000e+07
   7.3458203472222225e+05   1.1006277343750000e+05   1.9129308000000000e+07   2.4695710000000000e+07
   7.3458203611111105e+05   1.6682100000000000e+05   1.8534740000000000e+07   2.3749328000000000e+07
   7.3458203749999998e+05   1.7664450000000000e+05   1.7734912000000000e+07   2.1734020000000000e+07
   7.3458203888888890e+05   1.1890817968750000e+05   2.0002760000000000e+07   2.2815440000000000e+07
   7.3458204027777782e+05   1.6564928125000000e+05   1.9088560000000000e+07   2.3928914000000000e+07
   7.3458204166666663e+05   2.5167434375000000e+05   1.7751210000000000e+07   2.4857128000000000e+07
   7.3458204305555555e+05   1.3594534375000000e+05   1.8365202000000000e+07   2.3134014000000000e+07
   7.3458204444444447e+05   1.8002271875000000e+05   1.8104294000000000e+07   2.3840418000000000e+07
   7.3458204583333328e+05   1.1250847656250000e+05   1.6822342000000000e+07   2.3207466000000000e+07
   7.3458204722222220e+05   2.6857632812500000e+04   1.5053889000000000e+07   2.2639774000000000e+07
   7.3458204861111112e+05   6.4319500000000000e+04   1.5912594000000000e+07   2.4623210000000000e+07
   7.3458205000000005e+05   9.7414898437500000e+04   1.6889974000000000e+07   2.3715326000000000e+07
   7.3458205138888885e+05   1.8808948437500000e+05   1.6020433000000000e+07   2.4172278000000000e+07
   7.3458205277777778e+05   8.7028937500000000e+04   1.7112508000000000e+07   2.3054070000000000e+07
   7.3458205416666670e+05   1.5151704687500000e+05   1.8414390000000000e+07   2.4346484000000000e+07
   7.3458205555555550e+05   2.4422187500000000e+05   1.8755844000000000e+07   2.2957064000000000e+07
   7.3458205694444443e+05   1.9423557812500000e+05   1.7116608000000000e+07   2.3383384000000000e+07
   7.3458205833333335e+05   1.5670701562500000e+05   1.5073493000000000e+07   2.3578790000000000e+07
   7.3458205972222227e+05   1.8021243750000000e+05   1.7974128000000000e+07   2.3017878000000000e+07
   7.3458206111111108e+05   1.8146101562500000e+05   1.6086217000000000e+07   2.4792356000000000e+07
   7.3458206250000000e+05   1.0618957031250000e+05   1.7675658000000000e+07   2.3004350000000000e+07
   7.3458206388888892e+05   9.9111968750000000e+04   1.6603179000000000e+07   2.1877224000000000e+07
   7.3458206527777773e+05   1.3653678125000000e+05   1.5555076000000000e+07   2.2640034000000000e+07
   7.3458206666666665e+05   1.0188471093750000e+05   1.6043636000000000e+07   2.3328654000000000e+07
