Year,Month,Day,Hour,Minute,Second,HYY_META.WSU336
2011,01,08,08,00,00,5.54367
2011,01,08,08,30,00,3.974
2011,01,08,09,00,00,3.025
2011,01,08,09,30,00,3.913
2011,01,08,10,00,00,3.55931
2011,01,08,10,30,00,4.01233
2011,01,08,11,00,00,2.99393
2011,01,08,11,30,00,3.4108
2011,01,08,12,00,00,2.7576
2011,01,08,12,30,00,2.31167
2011,01,08,13,00,00,1.56
2011,01,08,13,30,00,1.44
2011,01,08,14,00,00,1.5725
2011,01,08,14,30,00,1.64125
2011,01,08,15,00,00,1.29333
2011,01,08,15,30,00,2.28412
2011,01,08,16,00,00,1.95778
2011,01,08,16,30,00,2.37333
2011,01,08,17,00,00,2.64857
2011,01,08,17,30,00,3.086
2011,01,08,18,00,00,4.2031
2011,01,08,18,30,00,3.85138
2011,01,08,19,00,00,3.70667
2011,01,08,19,30,00,3.58958
2011,01,08,20,00,00,4.29222
2011,01,08,20,30,00,4.46179
2011,01,08,21,00,00,4.93633
2011,01,08,21,30,00,4.58269
2011,01,08,22,00,00,4.77467
2011,01,08,22,30,00,4.52793
2011,01,08,23,00,00,4.80138
2011,01,08,23,30,00,6.00433
2011,01,09,00,00,00,5.92233
2011,01,09,00,30,00,6.05667
2011,01,09,01,00,00,6.42586
2011,01,09,01,30,00,5.244
2011,01,09,02,00,00,6.26931
2011,01,09,02,30,00,4.78857
2011,01,09,03,00,00,4.75833
2011,01,09,03,30,00,4.345
2011,01,09,04,00,00,3.94692
2011,01,09,04,30,00,4.19821
2011,01,09,05,00,00,4.25148
2011,01,09,05,30,00,3.80667
2011,01,09,06,00,00,3.82261
2011,01,09,06,30,00,3.37269
2011,01,09,07,00,00,4.028
2011,01,09,07,30,00,4.1995
2011,01,09,08,00,00,3.92211
2011,01,09,08,30,00,3.80091
2011,01,09,09,00,00,4.24952
2011,01,09,09,30,00,3.78765
2011,01,09,10,00,00,3.60636
2011,01,09,10,30,00,3.59455
2011,01,09,11,00,00,3.378
2011,01,09,11,30,00,2.44077
2011,01,09,12,00,00,2.69455
2011,01,09,12,30,00,2.40923
2011,01,09,13,00,00,2.14222
2011,01,09,13,30,00,2.35222
2011,01,09,14,00,00,2.63333
2011,01,09,14,30,00,2.11556
2011,01,09,15,00,00,2.62308
2011,01,09,15,30,00,2.75353
2011,01,09,16,00,00,3.38818
2011,01,09,16,30,00,4.12269
2011,01,09,17,00,00,4.55741
2011,01,09,17,30,00,3.93107
2011,01,09,18,00,00,4.31345
2011,01,09,18,30,00,3.54704
2011,01,09,19,00,00,3.2275
2011,01,09,19,30,00,3.736
2011,01,09,20,00,00,3.74633
2011,01,09,20,30,00,3.90357
2011,01,09,21,00,00,2.4692
2011,01,09,21,30,00,1.6695
2011,01,09,22,00,00,1.93238
2011,01,09,22,30,00,2.36962
2011,01,09,23,00,00,2.32
2011,01,09,23,30,00,2.51667
2011,01,10,00,00,00,2.74615
2011,01,10,00,30,00,2.2445
2011,01,10,01,00,00,1.91444
2011,01,10,01,30,00,1.52
2011,01,10,02,00,00,1.63818
2011,01,10,02,30,00,2.06957
2011,01,10,03,00,00,3.32407
2011,01,10,03,30,00,4.02667
2011,01,10,04,00,00,4.46
2011,01,10,04,30,00,3.93533
2011,01,10,05,00,00,4.51241
2011,01,10,05,30,00,3.73143
2011,01,10,06,00,00,5.502
2011,01,10,06,30,00,4.403
2011,01,10,07,00,00,3.65074
2011,01,10,07,30,00,3.62769
2011,01,10,08,00,00,3.87917
2011,01,10,08,30,00,4.5288
2011,01,10,09,00,00,5.15276
2011,01,10,09,30,00,6.11536
2011,01,10,10,00,00,5.76286
2011,01,10,10,30,00,6.28138
2011,01,10,11,00,00,6.23
2011,01,10,11,30,00,6.36567
2011,01,10,12,00,00,7.33633
2011,01,10,12,30,00,6.71633
2011,01,10,13,00,00,6.56567
2011,01,10,13,30,00,6.857
2011,01,10,14,00,00,7.748
2011,01,10,14,30,00,7.44483
2011,01,10,15,00,00,6.91567
2011,01,10,15,30,00,6.70241
2011,01,10,16,00,00,6.768
2011,01,10,16,30,00,7.363
2011,01,10,17,00,00,7.375
2011,01,10,17,30,00,6.03667
