Year,Month,Day,Hour,Minute,Second,HYY_META.O3336
2018,05,17,16,00,00,46.816
2018,05,17,16,30,00,46.346
2018,05,17,17,00,00,46.398
2018,05,17,17,30,00,50.374
2018,05,17,18,00,00,48.86
2018,05,17,18,30,00,47.438
2018,05,17,19,00,00,47.44
2018,05,17,19,30,00,44.238
2018,05,17,20,00,00,42.632
2018,05,17,20,30,00,41.178
2018,05,17,21,00,00,40.282
2018,05,17,21,30,00,40.35
2018,05,17,22,00,00,40.45
2018,05,17,22,30,00,40.238
2018,05,17,23,00,00,40.028
2018,05,17,23,30,00,39.776
2018,05,18,00,00,00,39.176
2018,05,18,00,30,00,39.416
2018,05,18,01,00,00,39.592
2018,05,18,01,30,00,40.476
2018,05,18,02,00,00,40.908
2018,05,18,02,30,00,40.818
2018,05,18,03,00,00,40.482
2018,05,18,03,30,00,41.3
2018,05,18,04,00,00,41.796
2018,05,18,04,30,00,41.818
2018,05,18,05,00,00,40.788
2018,05,18,05,30,00,39.196
2018,05,18,06,00,00,38.272
2018,05,18,06,30,00,36.076
2018,05,18,07,00,00,35.394
2018,05,18,07,30,00,34.55
2018,05,18,08,00,00,37.314
2018,05,18,08,30,00,38.762
2018,05,18,09,00,00,39.312
2018,05,18,09,30,00,39.908
2018,05,18,10,00,00,39.632
2018,05,18,10,30,00,40.03
2018,05,18,11,00,00,40.154
2018,05,18,11,30,00,40.166
2018,05,18,12,00,00,40.526
2018,05,18,12,30,00,41.362
2018,05,18,13,00,00,41.812
2018,05,18,13,30,00,41.482
2018,05,18,14,00,00,42.288
2018,05,18,14,30,00,42.258
2018,05,18,15,00,00,41.802
2018,05,18,15,30,00,42.014
2018,05,18,16,00,00,42.154
2018,05,18,16,30,00,42.36
2018,05,18,17,00,00,42.848
2018,05,18,17,30,00,42.446
2018,05,18,18,00,00,41.822
2018,05,18,18,30,00,41.832
2018,05,18,19,00,00,41.102
2018,05,18,19,30,00,41.106
2018,05,18,20,00,00,40.582
2018,05,18,20,30,00,39.962
2018,05,18,21,00,00,39.53
2018,05,18,21,30,00,38.954
2018,05,18,22,00,00,38.37
2018,05,18,22,30,00,38.16
2018,05,18,23,00,00,37.82
2018,05,18,23,30,00,37.562
2018,05,19,00,00,00,37.016
2018,05,19,00,30,00,36.28
2018,05,19,01,00,00,35.876
2018,05,19,01,30,00,35.566
2018,05,19,02,00,00,35.474
2018,05,19,02,30,00,35.108
2018,05,19,03,00,00,34.428
2018,05,19,03,30,00,33.378
2018,05,19,04,00,00,32.872
2018,05,19,04,30,00,32.516
2018,05,19,05,00,00,31.514
2018,05,19,05,30,00,30.878
2018,05,19,06,00,00,31.54
2018,05,19,06,30,00,33.03
2018,05,19,07,00,00,34.704
2018,05,19,07,30,00,36.536
2018,05,19,08,00,00,38.84
2018,05,19,08,30,00,41.03
2018,05,19,09,00,00,44.278
2018,05,19,09,30,00,45.012
2018,05,19,10,00,00,45.624
2018,05,19,10,30,00,45.132
2018,05,19,11,00,00,45.068
2018,05,19,11,30,00,44.578
2018,05,19,12,00,00,44.982
2018,05,19,12,30,00,45.122
2018,05,19,13,00,00,45.056
2018,05,19,13,30,00,45.506
2018,05,19,14,00,00,45.586
2018,05,19,14,30,00,45.664
2018,05,19,15,00,00,46.158
2018,05,19,15,30,00,46.666
2018,05,19,16,00,00,48.012
2018,05,19,16,30,00,47.73
2018,05,19,17,00,00,47.22
2018,05,19,17,30,00,47.362
2018,05,19,18,00,00,47.43
2018,05,19,18,30,00,47.872
2018,05,19,19,00,00,47.778
2018,05,19,19,30,00,47.178
2018,05,19,20,00,00,46.39
2018,05,19,20,30,00,45.828
2018,05,19,21,00,00,46.084
2018,05,19,21,30,00,45.276
2018,05,19,22,00,00,44.05
2018,05,19,22,30,00,44.046
2018,05,19,23,00,00,43.332
2018,05,19,23,30,00,42.302
2018,05,20,00,00,00,41.596
2018,05,20,00,30,00,40.634
2018,05,20,01,00,00,39.942
2018,05,20,01,30,00,39.166
2018,05,20,02,00,00,39.146
2018,05,20,02,30,00,40.094
2018,05,20,03,00,00,39.202
2018,05,20,03,30,00,39.654
2018,05,20,04,00,00,38.478
2018,05,20,04,30,00,38.706
2018,05,20,05,00,00,37.406
2018,05,20,05,30,00,35.686
2018,05,20,06,00,00,35.368
2018,05,20,06,30,00,35.638
2018,05,20,07,00,00,35.758
2018,05,20,07,30,00,36.216
2018,05,20,08,00,00,37.082
2018,05,20,08,30,00,37.804
2018,05,20,09,00,00,38.774
2018,05,20,09,30,00,40.116
2018,05,20,10,00,00,41.152
2018,05,20,10,30,00,41.946
2018,05,20,11,00,00,41.66
2018,05,20,11,30,00,42.138
2018,05,20,12,00,00,42.252
2018,05,20,12,30,00,43.252
2018,05,20,13,00,00,44.062
2018,05,20,13,30,00,44.27
2018,05,20,14,00,00,44.388
2018,05,20,14,30,00,44.75
2018,05,20,15,00,00,44.89
2018,05,20,15,30,00,45.028
2018,05,20,16,00,00,45.542
2018,05,20,16,30,00,45.348
2018,05,20,17,00,00,45.174
2018,05,20,17,30,00,47.488
2018,05,20,18,00,00,48.49
2018,05,20,18,30,00,47.438
2018,05,20,19,00,00,46.496
2018,05,20,19,30,00,45.784
2018,05,20,20,00,00,44.708
2018,05,20,20,30,00,44.398
2018,05,20,21,00,00,44.54
2018,05,20,21,30,00,44.07
2018,05,20,22,00,00,42.638
2018,05,20,22,30,00,42.078
2018,05,20,23,00,00,41.17
2018,05,20,23,30,00,39.508
2018,05,21,00,00,00,38.486
2018,05,21,00,30,00,38
2018,05,21,01,00,00,38.638
2018,05,21,01,30,00,38.708
2018,05,21,02,00,00,38.286
2018,05,21,02,30,00,38.132
2018,05,21,03,00,00,38.272
2018,05,21,03,30,00,38.354
2018,05,21,04,00,00,38.17
2018,05,21,04,30,00,37.99
2018,05,21,05,00,00,38.038
2018,05,21,05,30,00,38.278
2018,05,21,06,00,00,39.3
2018,05,21,06,30,00,41.286
2018,05,21,07,00,00,41.484
2018,05,21,07,30,00,41.328
2018,05,21,08,00,00,41.864
2018,05,21,08,30,00,43.59
2018,05,21,09,00,00,47.662
2018,05,21,09,30,00,49.748
2018,05,21,10,00,00,52.294
2018,05,21,10,30,00,53.322
2018,05,21,11,00,00,53.806
2018,05,21,11,30,00,54.928
2018,05,21,12,00,00,54.538
2018,05,21,12,30,00,54.934
2018,05,21,13,00,00,49.398
2018,05,21,13,30,00,55.914
2018,05,21,14,00,00,55.8
2018,05,21,14,30,00,56.786
2018,05,21,15,00,00,57.326
2018,05,21,15,30,00,57.134
2018,05,21,16,00,00,56.948
2018,05,21,16,30,00,56.306
2018,05,21,17,00,00,56.864
2018,05,21,17,30,00,57.178
2018,05,21,18,00,00,56.974
2018,05,21,18,30,00,57.1
2018,05,21,19,00,00,57.218
2018,05,21,19,30,00,57.09
2018,05,21,20,00,00,56.302
2018,05,21,20,30,00,55.868
2018,05,21,21,00,00,55.966
2018,05,21,21,30,00,55.616
2018,05,21,22,00,00,55.452
2018,05,21,22,30,00,55.736
2018,05,21,23,00,00,56.084
2018,05,21,23,30,00,56.634
2018,05,22,00,00,00,56.822
2018,05,22,00,30,00,57.206
2018,05,22,01,00,00,56.182
2018,05,22,01,30,00,55.484
2018,05,22,02,00,00,56.508
2018,05,22,02,30,00,55.15
2018,05,22,03,00,00,55.692
2018,05,22,03,30,00,55.724
2018,05,22,04,00,00,60.606
2018,05,22,04,30,00,61.044
2018,05,22,05,00,00,58.094
2018,05,22,05,30,00,54.856
2018,05,22,06,00,00,49.55
2018,05,22,06,30,00,41.548
2018,05,22,07,00,00,40.27
2018,05,22,07,30,00,49.248
2018,05,22,08,00,00,54.052
2018,05,22,08,30,00,55.9
2018,05,22,09,00,00,55.52
2018,05,22,09,30,00,54.634
2018,05,22,10,00,00,55.38
2018,05,22,10,30,00,54.904
2018,05,22,11,00,00,54.088
2018,05,22,11,30,00,53.646
2018,05,22,12,00,00,52.764
2018,05,22,12,30,00,52.668
2018,05,22,13,00,00,53.254
2018,05,22,13,30,00,52.048
2018,05,22,14,00,00,52.112
2018,05,22,14,30,00,53.558
2018,05,22,15,00,00,53.648
2018,05,22,15,30,00,53.476
2018,05,22,16,00,00,53.292
2018,05,22,16,30,00,53.198
2018,05,22,17,00,00,53.406
2018,05,22,17,30,00,53.35
2018,05,22,18,00,00,53.712
2018,05,22,18,30,00,52.638
2018,05,22,19,00,00,53.066
2018,05,22,19,30,00,53.738
2018,05,22,20,00,00,54.786
2018,05,22,20,30,00,51.886
2018,05,22,21,00,00,49.11
2018,05,22,21,30,00,50.934
2018,05,22,22,00,00,51.138
2018,05,22,22,30,00,50.732
2018,05,22,23,00,00,47.624
2018,05,22,23,30,00,44.61
2018,05,23,00,00,00,43.11
2018,05,23,00,30,00,43.038
2018,05,23,01,00,00,43.182
2018,05,23,01,30,00,43.33
2018,05,23,02,00,00,42.368
2018,05,23,02,30,00,41.662
2018,05,23,03,00,00,43.382
2018,05,23,03,30,00,42.298
2018,05,23,04,00,00,42.042
2018,05,23,04,30,00,42.506
2018,05,23,05,00,00,41.822
2018,05,23,05,30,00,41.446
2018,05,23,06,00,00,42.624
2018,05,23,06,30,00,42.806
2018,05,23,07,00,00,43.252
2018,05,23,07,30,00,41.748
2018,05,23,08,00,00,40.654
2018,05,23,08,30,00,44.314
2018,05,23,09,00,00,45.05
2018,05,23,09,30,00,42.998
2018,05,23,10,00,00,42.532
2018,05,23,10,30,00,43.796
2018,05,23,11,00,00,44.656
2018,05,23,11,30,00,42.628
2018,05,23,12,00,00,42.038
2018,05,23,12,30,00,42.928
2018,05,23,13,00,00,45.464
2018,05,23,13,30,00,46.166
2018,05,23,14,00,00,47.576
2018,05,23,14,30,00,50.368
2018,05,23,15,00,00,48.906
2018,05,23,15,30,00,48.164
2018,05,23,16,00,00,45.876
2018,05,23,16,30,00,44.052
2018,05,23,17,00,00,44.098
2018,05,23,17,30,00,44.184
2018,05,23,18,00,00,42.866
2018,05,23,18,30,00,41.698
2018,05,23,19,00,00,41.198
2018,05,23,19,30,00,39.78
2018,05,23,20,00,00,38.71
2018,05,23,20,30,00,38.958
2018,05,23,21,00,00,37.95
2018,05,23,21,30,00,36.854
2018,05,23,22,00,00,36.046
2018,05,23,22,30,00,36.098
2018,05,23,23,00,00,35.682
2018,05,23,23,30,00,35.316
2018,05,24,00,00,00,34.94
2018,05,24,00,30,00,34.65
2018,05,24,01,00,00,34.42
2018,05,24,01,30,00,33.424
2018,05,24,02,00,00,33.098
2018,05,24,02,30,00,32.738
2018,05,24,03,00,00,32.496
2018,05,24,03,30,00,31.886
2018,05,24,04,00,00,31.494
2018,05,24,04,30,00,31.258
2018,05,24,05,00,00,30.692
2018,05,24,05,30,00,30.488
2018,05,24,06,00,00,30.152
2018,05,24,06,30,00,30.44
2018,05,24,07,00,00,30.706
2018,05,24,07,30,00,30.8
2018,05,24,08,00,00,32.28
2018,05,24,08,30,00,31.75
2018,05,24,09,00,00,33.068
2018,05,24,09,30,00,33.496
2018,05,24,10,00,00,35.144
2018,05,24,10,30,00,36.416
2018,05,24,11,00,00,38.32
2018,05,24,11,30,00,38.598
2018,05,24,12,00,00,38.948
2018,05,24,12,30,00,39.598
2018,05,24,13,00,00,39.818
2018,05,24,13,30,00,40.602
2018,05,24,14,00,00,39.77
2018,05,24,14,30,00,40.366
2018,05,24,15,00,00,41.164
2018,05,24,15,30,00,41.38
2018,05,24,16,00,00,41.488
2018,05,24,16,30,00,41.052
2018,05,24,17,00,00,42.076
2018,05,24,17,30,00,41.41
2018,05,24,18,00,00,41.444
2018,05,24,18,30,00,41.724
2018,05,24,19,00,00,41.842
2018,05,24,19,30,00,41.992
2018,05,24,20,00,00,42.15
2018,05,24,20,30,00,42.424
2018,05,24,21,00,00,42.156
2018,05,24,21,30,00,41.46
2018,05,24,22,00,00,42.038
2018,05,24,22,30,00,41.994
2018,05,24,23,00,00,43.18
2018,05,24,23,30,00,44.39
2018,05,25,00,00,00,43.906
2018,05,25,00,30,00,42.91
2018,05,25,01,00,00,42.09
2018,05,25,01,30,00,41.246
2018,05,25,02,00,00,35.15
2018,05,25,02,30,00,37.504
2018,05,25,03,00,00,40.984
2018,05,25,03,30,00,40.504
2018,05,25,04,00,00,40.234
2018,05,25,04,30,00,41.352
2018,05,25,05,00,00,38.69
2018,05,25,05,30,00,35.374
2018,05,25,06,00,00,30.666
2018,05,25,06,30,00,30.174
2018,05,25,07,00,00,36.11
2018,05,25,07,30,00,41.542
2018,05,25,08,00,00,42.4
2018,05,25,08,30,00,42.162
2018,05,25,09,00,00,43.786
2018,05,25,09,30,00,44.938
2018,05,25,10,00,00,45.168
2018,05,25,10,30,00,46.088
2018,05,25,11,00,00,45.806
2018,05,25,11,30,00,47.052
2018,05,25,12,00,00,48.552
2018,05,25,12,30,00,49.104
2018,05,25,13,00,00,48.9
2018,05,25,13,30,00,48.602
2018,05,25,14,00,00,49.028
2018,05,25,14,30,00,48.908
2018,05,25,15,00,00,48.86
2018,05,25,15,30,00,48.792
2018,05,25,16,00,00,49.482
2018,05,25,16,30,00,49.644
2018,05,25,17,00,00,50.506
2018,05,25,17,30,00,50.154
2018,05,25,18,00,00,50.738
2018,05,25,18,30,00,51.136
2018,05,25,19,00,00,50.536
2018,05,25,19,30,00,49.802
2018,05,25,20,00,00,48.544
2018,05,25,20,30,00,47.824
2018,05,25,21,00,00,47.704
2018,05,25,21,30,00,47.734
2018,05,25,22,00,00,47.038
2018,05,25,22,30,00,46.548
2018,05,25,23,00,00,46.406
2018,05,25,23,30,00,47.084
2018,05,26,00,00,00,47.098
2018,05,26,00,30,00,47.726
2018,05,26,01,00,00,46.508
2018,05,26,01,30,00,45.24
2018,05,26,02,00,00,44.23
2018,05,26,02,30,00,44.476
2018,05,26,03,00,00,45
2018,05,26,03,30,00,44.29
2018,05,26,04,00,00,43.944
2018,05,26,04,30,00,43.572
2018,05,26,05,00,00,42.754
2018,05,26,05,30,00,40.082
2018,05,26,06,00,00,39.822
2018,05,26,06,30,00,40.586
2018,05,26,07,00,00,41.792
2018,05,26,07,30,00,42.518
2018,05,26,08,00,00,44.158
2018,05,26,08,30,00,42.708
2018,05,26,09,00,00,45.656
2018,05,26,09,30,00,48.102
2018,05,26,10,00,00,50.008
2018,05,26,10,30,00,49.504
2018,05,26,11,00,00,48.82
2018,05,26,11,30,00,48.994
2018,05,26,12,00,00,51.49
2018,05,26,12,30,00,51.126
2018,05,26,13,00,00,52.108
2018,05,26,13,30,00,53.524
2018,05,26,14,00,00,53.044
2018,05,26,14,30,00,52.19
2018,05,26,15,00,00,51.968
2018,05,26,15,30,00,53.096
2018,05,26,16,00,00,51.832
2018,05,26,16,30,00,52.852
2018,05,26,17,00,00,51.958
2018,05,26,17,30,00,49.072
2018,05,26,18,00,00,49.626
2018,05,26,18,30,00,49.668
2018,05,26,19,00,00,50.8
2018,05,26,19,30,00,51.236
2018,05,26,20,00,00,50.922
2018,05,26,20,30,00,50.882
2018,05,26,21,00,00,51.082
2018,05,26,21,30,00,50.944
2018,05,26,22,00,00,48.274
2018,05,26,22,30,00,47.644
2018,05,26,23,00,00,47.118
2018,05,26,23,30,00,47.242
2018,05,27,00,00,00,48.018
2018,05,27,00,30,00,47.492
2018,05,27,01,00,00,46.92
2018,05,27,01,30,00,46.494
2018,05,27,02,00,00,46.508
2018,05,27,02,30,00,46.052
2018,05,27,03,00,00,45.626
2018,05,27,03,30,00,45.154
2018,05,27,04,00,00,44.166
2018,05,27,04,30,00,43.388
2018,05,27,05,00,00,41.834
2018,05,27,05,30,00,40.258
2018,05,27,06,00,00,39.406
2018,05,27,06,30,00,39.058
2018,05,27,07,00,00,38.61
2018,05,27,07,30,00,38.416
2018,05,27,08,00,00,39.34
2018,05,27,08,30,00,39.196
2018,05,27,09,00,00,39.066
2018,05,27,09,30,00,38.782
2018,05,27,10,00,00,38.732
2018,05,27,10,30,00,39.286
2018,05,27,11,00,00,40.158
2018,05,27,11,30,00,40.188
2018,05,27,12,00,00,40.964
2018,05,27,12,30,00,41.526
2018,05,27,13,00,00,41.15
2018,05,27,13,30,00,41.146
2018,05,27,14,00,00,42.238
2018,05,27,14,30,00,42.3
2018,05,27,15,00,00,42.442
2018,05,27,15,30,00,43.216
2018,05,27,16,00,00,44.192
2018,05,27,16,30,00,43.662
2018,05,27,17,00,00,44.884
2018,05,27,17,30,00,45.482
2018,05,27,18,00,00,45.492
2018,05,27,18,30,00,45.522
2018,05,27,19,00,00,45.11
2018,05,27,19,30,00,45.676
2018,05,27,20,00,00,46.112
2018,05,27,20,30,00,45.848
2018,05,27,21,00,00,45.332
2018,05,27,21,30,00,45
2018,05,27,22,00,00,44.908
2018,05,27,22,30,00,43.918
2018,05,27,23,00,00,42.412
2018,05,27,23,30,00,41.022
2018,05,28,00,00,00,40.154
2018,05,28,00,30,00,39.348
2018,05,28,01,00,00,38.524
2018,05,28,01,30,00,37.85
2018,05,28,02,00,00,37.044
2018,05,28,02,30,00,36.948
2018,05,28,03,00,00,37.57
2018,05,28,03,30,00,37.682
2018,05,28,04,00,00,37.128
2018,05,28,04,30,00,37.028
2018,05,28,05,00,00,36.702
2018,05,28,05,30,00,35.206
2018,05,28,06,00,00,32.99
2018,05,28,06,30,00,32.966
2018,05,28,07,00,00,33.644
2018,05,28,07,30,00,36.032
2018,05,28,08,00,00,38.634
2018,05,28,08,30,00,39.788
2018,05,28,09,00,00,42.556
2018,05,28,09,30,00,42.782
2018,05,28,10,00,00,42.456
2018,05,28,10,30,00,43.002
2018,05,28,11,00,00,45.106
2018,05,28,11,30,00,45.724
2018,05,28,12,00,00,46.492
2018,05,28,12,30,00,46.084
2018,05,28,13,00,00,46.47
2018,05,28,13,30,00,47.174
2018,05,28,14,00,00,47.788
2018,05,28,14,30,00,48.616
2018,05,28,15,00,00,49.23
2018,05,28,15,30,00,49.208
2018,05,28,16,00,00,50.452
2018,05,28,16,30,00,51.438
2018,05,28,17,00,00,50.128
2018,05,28,17,30,00,50.438
2018,05,28,18,00,00,51.238
2018,05,28,18,30,00,50.52
2018,05,28,19,00,00,46.96
2018,05,28,19,30,00,47.47
2018,05,28,20,00,00,46.896
2018,05,28,20,30,00,43.912
2018,05,28,21,00,00,43.69
2018,05,28,21,30,00,43.856
2018,05,28,22,00,00,42.48
2018,05,28,22,30,00,45.566
2018,05,28,23,00,00,44.108
2018,05,28,23,30,00,42.254
2018,05,29,00,00,00,42.138
2018,05,29,00,30,00,42.864
2018,05,29,01,00,00,41.632
2018,05,29,01,30,00,41.84
2018,05,29,02,00,00,42.248
2018,05,29,02,30,00,41.222
2018,05,29,03,00,00,42.42
2018,05,29,03,30,00,43.806
2018,05,29,04,00,00,42.736
2018,05,29,04,30,00,40.838
2018,05,29,05,00,00,40.014
2018,05,29,05,30,00,40.182
2018,05,29,06,00,00,41.798
2018,05,29,06,30,00,43.098
2018,05,29,07,00,00,44.254
2018,05,29,07,30,00,46.35
2018,05,29,08,00,00,47.576
2018,05,29,08,30,00,47.632
2018,05,29,09,00,00,47.64
2018,05,29,09,30,00,48.678
2018,05,29,10,00,00,49.292
2018,05,29,10,30,00,50.088
2018,05,29,11,00,00,50.294
2018,05,29,11,30,00,50.9
2018,05,29,12,00,00,51.548
2018,05,29,12,30,00,51.396
2018,05,29,13,00,00,50.938
2018,05,29,13,30,00,50.682
2018,05,29,14,00,00,50.382
2018,05,29,14,30,00,49.9
2018,05,29,15,00,00,49.734
2018,05,29,15,30,00,49.316
2018,05,29,16,00,00,48.384
2018,05,29,16,30,00,47.904
2018,05,29,17,00,00,48.416
2018,05,29,17,30,00,48.526
2018,05,29,18,00,00,47.222
2018,05,29,18,30,00,46.636
2018,05,29,19,00,00,47.112
2018,05,29,19,30,00,46.026
2018,05,29,20,00,00,45.404
2018,05,29,20,30,00,45.558
2018,05,29,21,00,00,45.082
2018,05,29,21,30,00,44.994
2018,05,29,22,00,00,46.324
2018,05,29,22,30,00,47.652
2018,05,29,23,00,00,47.374
2018,05,29,23,30,00,47.918
2018,05,30,00,00,00,46.94
2018,05,30,00,30,00,45.24
2018,05,30,01,00,00,43.94
2018,05,30,01,30,00,43.038
2018,05,30,02,00,00,42.574
2018,05,30,02,30,00,42.2
2018,05,30,03,00,00,41.286
2018,05,30,03,30,00,40.884
2018,05,30,04,00,00,40.53
2018,05,30,04,30,00,40.782
2018,05,30,05,00,00,41.398
2018,05,30,05,30,00,41.024
2018,05,30,06,00,00,40.864
2018,05,30,06,30,00,41.268
2018,05,30,07,00,00,41.03
2018,05,30,07,30,00,40.736
2018,05,30,08,00,00,41.196
2018,05,30,08,30,00,42.22
2018,05,30,09,00,00,42.38
2018,05,30,09,30,00,NaN
2018,05,30,10,00,00,NaN
2018,05,30,10,30,00,NaN
2018,05,30,11,00,00,NaN
2018,05,30,11,30,00,NaN
2018,05,30,12,00,00,NaN
2018,05,30,12,30,00,NaN
2018,05,30,13,00,00,NaN
2018,05,30,13,30,00,NaN
2018,05,30,14,00,00,NaN
2018,05,30,14,30,00,NaN
2018,05,30,15,00,00,NaN
2018,05,30,15,30,00,NaN
2018,05,30,16,00,00,NaN
2018,05,30,16,30,00,NaN
2018,05,30,17,00,00,NaN
2018,05,30,17,30,00,NaN
2018,05,30,18,00,00,NaN
2018,05,30,18,30,00,NaN
2018,05,30,19,00,00,NaN
2018,05,30,19,30,00,NaN
2018,05,30,20,00,00,NaN
2018,05,30,20,30,00,NaN
2018,05,30,21,00,00,NaN
2018,05,30,21,30,00,NaN
2018,05,30,22,00,00,NaN
2018,05,30,22,30,00,NaN
2018,05,30,23,00,00,NaN
2018,05,30,23,30,00,NaN
2018,05,31,00,00,00,NaN
2018,05,31,00,30,00,NaN
2018,05,31,01,00,00,NaN
2018,05,31,01,30,00,NaN
2018,05,31,02,00,00,NaN
2018,05,31,02,30,00,NaN
2018,05,31,03,00,00,NaN
2018,05,31,03,30,00,NaN
2018,05,31,04,00,00,NaN
2018,05,31,04,30,00,NaN
2018,05,31,05,00,00,NaN
2018,05,31,05,30,00,NaN
2018,05,31,06,00,00,NaN
2018,05,31,06,30,00,NaN
2018,05,31,07,00,00,NaN
2018,05,31,07,30,00,NaN
2018,05,31,08,00,00,NaN
2018,05,31,08,30,00,NaN
2018,05,31,09,00,00,NaN
2018,05,31,09,30,00,NaN
2018,05,31,10,00,00,NaN
2018,05,31,10,30,00,NaN
2018,05,31,11,00,00,NaN
2018,05,31,11,30,00,NaN
2018,05,31,12,00,00,NaN
2018,05,31,12,30,00,NaN
2018,05,31,13,00,00,NaN
2018,05,31,13,30,00,NaN
2018,05,31,14,00,00,NaN
2018,05,31,14,30,00,NaN
2018,05,31,15,00,00,NaN
2018,05,31,15,30,00,NaN
2018,05,31,16,00,00,NaN
2018,05,31,16,30,00,NaN
2018,05,31,17,00,00,NaN
2018,05,31,17,30,00,NaN
2018,05,31,18,00,00,41.81
2018,05,31,18,30,00,41.634
2018,05,31,19,00,00,41.404
2018,05,31,19,30,00,41.46
2018,05,31,20,00,00,41.124
2018,05,31,20,30,00,41.438
2018,05,31,21,00,00,40.99
2018,05,31,21,30,00,37.536
2018,05,31,22,00,00,37.294
2018,05,31,22,30,00,37.206
2018,05,31,23,00,00,36.866
2018,05,31,23,30,00,36.768
2018,06,01,00,00,00,36.16
2018,06,01,00,30,00,35.082
2018,06,01,01,00,00,34.48
2018,06,01,01,30,00,34.834
2018,06,01,02,00,00,34.37
2018,06,01,02,30,00,34.16
2018,06,01,03,00,00,34.396
2018,06,01,03,30,00,34.816
2018,06,01,04,00,00,35.648
2018,06,01,04,30,00,34.33
2018,06,01,05,00,00,34.248
2018,06,01,05,30,00,35.594
2018,06,01,06,00,00,36.41
2018,06,01,06,30,00,38.072
2018,06,01,07,00,00,39.342
2018,06,01,07,30,00,40.704
2018,06,01,08,00,00,40.488
2018,06,01,08,30,00,40.77
2018,06,01,09,00,00,43.486
2018,06,01,09,30,00,45.328
2018,06,01,10,00,00,46.34
2018,06,01,10,30,00,46.444
2018,06,01,11,00,00,47.808
2018,06,01,11,30,00,47.8
2018,06,01,12,00,00,48.948
2018,06,01,12,30,00,50.336
2018,06,01,13,00,00,52.404
2018,06,01,13,30,00,52.34
2018,06,01,14,00,00,52.185
2018,06,01,14,30,00,52.258
2018,06,01,15,00,00,52.792
2018,06,01,15,30,00,52.918
2018,06,01,16,00,00,52.81
2018,06,01,16,30,00,52.648
2018,06,01,17,00,00,51.24
2018,06,01,17,30,00,50.81
2018,06,01,18,00,00,49.764
2018,06,01,18,30,00,49.354
2018,06,01,19,00,00,48.926
2018,06,01,19,30,00,48.586
2018,06,01,20,00,00,47.76
2018,06,01,20,30,00,47.162
2018,06,01,21,00,00,46.7
2018,06,01,21,30,00,46.286
2018,06,01,22,00,00,45.91
2018,06,01,22,30,00,45.42
2018,06,01,23,00,00,44.806
2018,06,01,23,30,00,44.188
2018,06,02,00,00,00,43.28
2018,06,02,00,30,00,42.398
2018,06,02,01,00,00,42.582
2018,06,02,01,30,00,43.414
2018,06,02,02,00,00,43.178
2018,06,02,02,30,00,42.138
2018,06,02,03,00,00,41.574
2018,06,02,03,30,00,41.412
2018,06,02,04,00,00,39.94
2018,06,02,04,30,00,39.818
2018,06,02,05,00,00,39.852
2018,06,02,05,30,00,40.33
2018,06,02,06,00,00,41.076
2018,06,02,06,30,00,41.704
2018,06,02,07,00,00,41.564
2018,06,02,07,30,00,41.926
2018,06,02,08,00,00,43.114
2018,06,02,08,30,00,44.386
2018,06,02,09,00,00,44.54
2018,06,02,09,30,00,50.972
2018,06,02,10,00,00,51.484
2018,06,02,10,30,00,53.108
2018,06,02,11,00,00,51.35
2018,06,02,11,30,00,52.702
2018,06,02,12,00,00,53.482
2018,06,02,12,30,00,53.712
2018,06,02,13,00,00,53.836
2018,06,02,13,30,00,54.106
2018,06,02,14,00,00,53.998
2018,06,02,14,30,00,54.102
2018,06,02,15,00,00,53.644
2018,06,02,15,30,00,53.642
2018,06,02,16,00,00,52.904
2018,06,02,16,30,00,52.076
2018,06,02,17,00,00,50.13
2018,06,02,17,30,00,49.108
2018,06,02,18,00,00,48.32
2018,06,02,18,30,00,46.216
2018,06,02,19,00,00,45.004
2018,06,02,19,30,00,45.086
2018,06,02,20,00,00,44.17
2018,06,02,20,30,00,44.278
2018,06,02,21,00,00,44.952
2018,06,02,21,30,00,44.52
2018,06,02,22,00,00,42.298
2018,06,02,22,30,00,41.202
2018,06,02,23,00,00,40.248
2018,06,02,23,30,00,39.308
2018,06,03,00,00,00,38.366
2018,06,03,00,30,00,37.302
2018,06,03,01,00,00,36.446
2018,06,03,01,30,00,35.838
2018,06,03,02,00,00,35.246
2018,06,03,02,30,00,35.864
2018,06,03,03,00,00,35.956
2018,06,03,03,30,00,36.032
2018,06,03,04,00,00,36.138
2018,06,03,04,30,00,36.73
2018,06,03,05,00,00,34.532
2018,06,03,05,30,00,35.036
2018,06,03,06,00,00,33.978
2018,06,03,06,30,00,34.19
2018,06,03,07,00,00,34.454
2018,06,03,07,30,00,34.638
2018,06,03,08,00,00,34.66
2018,06,03,08,30,00,34.636
2018,06,03,09,00,00,35.978
2018,06,03,09,30,00,37.298
2018,06,03,10,00,00,38.026
2018,06,03,10,30,00,38.182
2018,06,03,11,00,00,39.328
2018,06,03,11,30,00,39.314
2018,06,03,12,00,00,39.824
2018,06,03,12,30,00,40.634
2018,06,03,13,00,00,41.2175
2018,06,03,13,30,00,43.032
2018,06,03,14,00,00,43.862
2018,06,03,14,30,00,44.12
2018,06,03,15,00,00,45.522
2018,06,03,15,30,00,47.0525
2018,06,03,16,00,00,46.556
2018,06,03,16,30,00,45.524
2018,06,03,17,00,00,44.708
2018,06,03,17,30,00,43.79
2018,06,03,18,00,00,45.574
2018,06,03,18,30,00,44.998
