Year,Month,Day,Hour,Minute,Second,HYY_META.Pamb0
2018,01,06,16,00,00,974.53933
2018,01,06,16,30,00,974.81333
2018,01,06,17,00,00,975.345
2018,01,06,17,30,00,975.732
2018,01,06,18,00,00,976.19667
2018,01,06,18,30,00,976.646
2018,01,06,19,00,00,977.11167
2018,01,06,19,30,00,977.552
2018,01,06,20,00,00,977.93133
2018,01,06,20,30,00,978.337
2018,01,06,21,00,00,978.80267
2018,01,06,21,30,00,979.341
2018,01,06,22,00,00,979.814
2018,01,06,22,30,00,980.37
2018,01,06,23,00,00,981.08867
2018,01,06,23,30,00,981.83633
2018,01,07,00,00,00,982.475
2018,01,07,00,30,00,982.976
2018,01,07,01,00,00,983.45767
2018,01,07,01,30,00,983.90233
2018,01,07,02,00,00,984.36233
2018,01,07,02,30,00,984.73867
2018,01,07,03,00,00,985.09033
2018,01,07,03,30,00,985.45467
2018,01,07,04,00,00,985.69367
2018,01,07,04,30,00,985.99167
2018,01,07,05,00,00,986.184
2018,01,07,05,30,00,986.45233
2018,01,07,06,00,00,986.757
2018,01,07,06,30,00,987.02833
2018,01,07,07,00,00,987.233
2018,01,07,07,30,00,987.46133
2018,01,07,08,00,00,987.78533
2018,01,07,08,30,00,988.12333
2018,01,07,09,00,00,988.44567
2018,01,07,09,30,00,988.82633
2018,01,07,10,00,00,988.871
2018,01,07,10,30,00,989.07733
2018,01,07,11,00,00,989.567
2018,01,07,11,30,00,989.62967
2018,01,07,12,00,00,989.801
2018,01,07,12,30,00,989.77333
2018,01,07,13,00,00,989.82567
2018,01,07,13,30,00,989.55533
2018,01,07,14,00,00,989.11767
2018,01,07,14,30,00,988.72867
2018,01,07,15,00,00,988.173
2018,01,07,15,30,00,987.42533
2018,01,07,16,00,00,986.972
2018,01,07,16,30,00,986.16267
2018,01,07,17,00,00,985.38267
2018,01,07,17,30,00,984.74133
2018,01,07,18,00,00,984.16967
2018,01,07,18,30,00,983.894
2018,01,07,19,00,00,983.52733
2018,01,07,19,30,00,983.22367
2018,01,07,20,00,00,982.659
2018,01,07,20,30,00,982.263
2018,01,07,21,00,00,982.03967
2018,01,07,21,30,00,982.136
2018,01,07,22,00,00,982.171
2018,01,07,22,30,00,982.42467
2018,01,07,23,00,00,982.676
2018,01,07,23,30,00,982.96167
2018,01,08,00,00,00,983.381
2018,01,08,00,30,00,983.93467
2018,01,08,01,00,00,984.308
2018,01,08,01,30,00,985.04667
2018,01,08,02,00,00,986.084
2018,01,08,02,30,00,987.12633
2018,01,08,03,00,00,988.21933
2018,01,08,03,30,00,989.37867
2018,01,08,04,00,00,990.417
2018,01,08,04,30,00,991.365
2018,01,08,05,00,00,991.82133
2018,01,08,05,30,00,992.52767
2018,01,08,06,00,00,993.29733
2018,01,08,06,30,00,994.00467
2018,01,08,07,00,00,994.68467
2018,01,08,07,30,00,995.41033
2018,01,08,08,00,00,996.101
2018,01,08,08,30,00,996.786
2018,01,08,09,00,00,997.64733
2018,01,08,09,30,00,998.38733
2018,01,08,10,00,00,998.92467
2018,01,08,10,30,00,999.40367
2018,01,08,11,00,00,999.775
2018,01,08,11,30,00,1000.068
2018,01,08,12,00,00,1000.35333
2018,01,08,12,30,00,1000.72933
2018,01,08,13,00,00,1000.973
2018,01,08,13,30,00,1001.12167
2018,01,08,14,00,00,1001.28167
2018,01,08,14,30,00,1001.46233
2018,01,08,15,00,00,1001.484
2018,01,08,15,30,00,1001.574
2018,01,08,16,00,00,1001.798
2018,01,08,16,30,00,1002.041
2018,01,08,17,00,00,1002.12367
2018,01,08,17,30,00,1002.16
2018,01,08,18,00,00,1002.27067
2018,01,08,18,30,00,1002.25833
2018,01,08,19,00,00,1002.33533
2018,01,08,19,30,00,1002.42933
2018,01,08,20,00,00,1002.56833
2018,01,08,20,30,00,1002.83133
2018,01,08,21,00,00,1002.93467
2018,01,08,21,30,00,1003.07633
2018,01,08,22,00,00,1003.023
2018,01,08,22,30,00,1002.74233
2018,01,08,23,00,00,1002.739
2018,01,08,23,30,00,1002.75033
2018,01,09,00,00,00,1002.93067
2018,01,09,00,30,00,1002.973
2018,01,09,01,00,00,1003.04467
2018,01,09,01,30,00,1002.83333
2018,01,09,02,00,00,1002.93133
2018,01,09,02,30,00,1002.90867
2018,01,09,03,00,00,1002.723
2018,01,09,03,30,00,1002.585
2018,01,09,04,00,00,1002.79067
2018,01,09,04,30,00,1002.64167
2018,01,09,05,00,00,1002.47833
2018,01,09,05,30,00,1002.31567
2018,01,09,06,00,00,1002.38467
2018,01,09,06,30,00,1002.635
2018,01,09,07,00,00,1002.32767
2018,01,09,07,30,00,1002.13267
2018,01,09,08,00,00,1002.18433
2018,01,09,08,30,00,1002.34767
2018,01,09,09,00,00,1002.289
2018,01,09,09,30,00,1002.516
2018,01,09,10,00,00,1002.737
2018,01,09,10,30,00,1002.645
2018,01,09,11,00,00,1002.60533
2018,01,09,11,30,00,1002.56267
2018,01,09,12,00,00,1002.61
2018,01,09,12,30,00,1002.512
2018,01,09,13,00,00,1002.48433
2018,01,09,13,30,00,1002.516
2018,01,09,14,00,00,1002.74667
2018,01,09,14,30,00,1002.87167
2018,01,09,15,00,00,1003.12333
2018,01,09,15,30,00,1003.11367
2018,01,09,16,00,00,1003.06167
2018,01,09,16,30,00,1003.068
2018,01,09,17,00,00,1003.181
2018,01,09,17,30,00,1003.22567
2018,01,09,18,00,00,1003.246
2018,01,09,18,30,00,1003.26333
2018,01,09,19,00,00,1003.272
2018,01,09,19,30,00,1003.49967
2018,01,09,20,00,00,1003.59967
2018,01,09,20,30,00,1003.512
2018,01,09,21,00,00,1003.50367
2018,01,09,21,30,00,1003.65133
2018,01,09,22,00,00,1003.75033
2018,01,09,22,30,00,1003.75767
2018,01,09,23,00,00,1003.665
2018,01,09,23,30,00,1003.589
2018,01,10,00,00,00,1003.57867
2018,01,10,00,30,00,1003.75067
2018,01,10,01,00,00,1003.69733
2018,01,10,01,30,00,1003.617
2018,01,10,02,00,00,1003.54867
2018,01,10,02,30,00,1003.589
2018,01,10,03,00,00,1003.58667
2018,01,10,03,30,00,1003.61367
2018,01,10,04,00,00,1003.701
2018,01,10,04,30,00,1003.563
2018,01,10,05,00,00,1003.57033
2018,01,10,05,30,00,1003.56833
2018,01,10,06,00,00,1003.49233
2018,01,10,06,30,00,1003.70867
2018,01,10,07,00,00,1003.78333
2018,01,10,07,30,00,1003.83967
2018,01,10,08,00,00,1003.81833
2018,01,10,08,30,00,1003.84233
2018,01,10,09,00,00,1003.95067
2018,01,10,09,30,00,1004.044
2018,01,10,10,00,00,1004.023
2018,01,10,10,30,00,1004.292
2018,01,10,11,00,00,1004.31667
2018,01,10,11,30,00,1004.502
2018,01,10,12,00,00,1004.347
2018,01,10,12,30,00,1004.21567
2018,01,10,13,00,00,1004.20233
2018,01,10,13,30,00,1004.18267
2018,01,10,14,00,00,1004.03933
2018,01,10,14,30,00,1003.942
2018,01,10,15,00,00,1003.93967
2018,01,10,15,30,00,1003.999
