Year,Month,Day,Hour,Minute,Second,HYY_META.UV_B
2018,01,08,19,30,00,-0.00103
2018,01,08,20,00,00,-0.00106
2018,01,08,20,30,00,-0.00098
2018,01,08,21,00,00,-0.0008
2018,01,08,21,30,00,-0.00075
2018,01,08,22,00,00,-0.00074
2018,01,08,22,30,00,-0.00068
2018,01,08,23,00,00,-0.00054
2018,01,08,23,30,00,-0.00049
2018,01,09,00,00,00,-0.00059
2018,01,09,00,30,00,-0.00059
2018,01,09,01,00,00,-0.00062
2018,01,09,01,30,00,-0.00058
2018,01,09,02,00,00,-0.00053
2018,01,09,02,30,00,-0.00054
2018,01,09,03,00,00,-0.00047
2018,01,09,03,30,00,-0.00049
2018,01,09,04,00,00,-0.00048
2018,01,09,04,30,00,-0.00049
2018,01,09,05,00,00,-0.00049
2018,01,09,05,30,00,-0.00052
2018,01,09,06,00,00,-0.00051
2018,01,09,06,30,00,-0.00052
2018,01,09,07,00,00,-0.0005
2018,01,09,07,30,00,-0.00051
2018,01,09,08,00,00,-0.00049
2018,01,09,08,30,00,-0.00044
2018,01,09,09,00,00,0.00044
2018,01,09,09,30,00,0.00405
2018,01,09,10,00,00,0.00961
2018,01,09,10,30,00,0.01647
2018,01,09,11,00,00,0.02252
2018,01,09,11,30,00,0.02641
2018,01,09,12,00,00,0.02942
2018,01,09,12,30,00,0.02964
2018,01,09,13,00,00,0.02703
2018,01,09,13,30,00,0.02206
2018,01,09,14,00,00,0.01617
2018,01,09,14,30,00,0.00961
2018,01,09,15,00,00,0.00381
2018,01,09,15,30,00,0.00041
2018,01,09,16,00,00,-0.00042
2018,01,09,16,30,00,-0.00053
2018,01,09,17,00,00,-0.00053
2018,01,09,17,30,00,-0.0005
2018,01,09,18,00,00,-0.00052
2018,01,09,18,30,00,-0.00057
2018,01,09,19,00,00,-0.00058
2018,01,09,19,30,00,-0.00058
2018,01,09,20,00,00,-0.00061
2018,01,09,20,30,00,-0.00058
2018,01,09,21,00,00,-0.00058
2018,01,09,21,30,00,-0.0006
2018,01,09,22,00,00,-0.00058
2018,01,09,22,30,00,-0.00061
2018,01,09,23,00,00,-0.00061
2018,01,09,23,30,00,-0.00063
2018,01,10,00,00,00,-0.00057
2018,01,10,00,30,00,-0.00055
2018,01,10,01,00,00,-0.00056
2018,01,10,01,30,00,-0.00061
2018,01,10,02,00,00,-0.00062
2018,01,10,02,30,00,-0.00059
2018,01,10,03,00,00,-0.00058
2018,01,10,03,30,00,-0.00054
2018,01,10,04,00,00,-0.00055
2018,01,10,04,30,00,-0.00063
2018,01,10,05,00,00,-0.00068
2018,01,10,05,30,00,-0.00068
2018,01,10,06,00,00,-0.0007
2018,01,10,06,30,00,-0.0007
2018,01,10,07,00,00,-0.0007
2018,01,10,07,30,00,-0.00074
2018,01,10,08,00,00,-0.00065
2018,01,10,08,30,00,-0.00051
2018,01,10,09,00,00,0.00051
2018,01,10,09,30,00,0.00412
2018,01,10,10,00,00,0.00994
2018,01,10,10,30,00,0.0154
2018,01,10,11,00,00,0.02115
2018,01,10,11,30,00,0.02496
2018,01,10,12,00,00,0.02786
2018,01,10,12,30,00,0.02715
2018,01,10,13,00,00,0.02366
2018,01,10,13,30,00,0.01886
2018,01,10,14,00,00,0.0133
2018,01,10,14,30,00,0.00802
2018,01,10,15,00,00,0.00362
2018,01,10,15,30,00,0.00049
2018,01,10,16,00,00,-0.00039
2018,01,10,16,30,00,-0.00036
2018,01,10,17,00,00,-0.00038
2018,01,10,17,30,00,-0.00049
2018,01,10,18,00,00,-0.0005
2018,01,10,18,30,00,-0.00069
2018,01,10,19,00,00,-0.0008
2018,01,10,19,30,00,-0.0008
2018,01,10,20,00,00,-0.00071
2018,01,10,20,30,00,-0.00065
2018,01,10,21,00,00,-0.0006
2018,01,10,21,30,00,-0.00081
2018,01,10,22,00,00,-0.00091
2018,01,10,22,30,00,-0.00097
2018,01,10,23,00,00,-0.00107
2018,01,10,23,30,00,-0.00117
2018,01,11,00,00,00,-0.00099
2018,01,11,00,30,00,-0.00096
2018,01,11,01,00,00,-0.00084
2018,01,11,01,30,00,-0.00099
2018,01,11,02,00,00,-0.00092
2018,01,11,02,30,00,-0.00097
2018,01,11,03,00,00,-0.00105
2018,01,11,03,30,00,-0.00113
2018,01,11,04,00,00,-0.00112
2018,01,11,04,30,00,-0.0011
2018,01,11,05,00,00,-0.00116
2018,01,11,05,30,00,-0.00115
2018,01,11,06,00,00,-0.00109
2018,01,11,06,30,00,-0.00114
2018,01,11,07,00,00,-0.00115
2018,01,11,07,30,00,-0.00139
2018,01,11,08,00,00,-0.00147
2018,01,11,08,30,00,-0.00137
2018,01,11,09,00,00,-0.00028
2018,01,11,09,30,00,0.00321
2018,01,11,10,00,00,0.00838
2018,01,11,10,30,00,0.01312
2018,01,11,11,00,00,0.01715
2018,01,11,11,30,00,0.02058
2018,01,11,12,00,00,0.02094
2018,01,11,12,30,00,0.02062
2018,01,11,13,00,00,0.0189
2018,01,11,13,30,00,0.01433
2018,01,11,14,00,00,0.00976
2018,01,11,14,30,00,0.00573
2018,01,11,15,00,00,0.00231
2018,01,11,15,30,00,0
2018,01,11,16,00,00,-0.00068
2018,01,11,16,30,00,-0.00075
2018,01,11,17,00,00,-0.00072
2018,01,11,17,30,00,-0.00075
2018,01,11,18,00,00,-0.00075
2018,01,11,18,30,00,-0.00075
2018,01,11,19,00,00,-0.00081
2018,01,11,19,30,00,-0.00074
2018,01,11,20,00,00,-0.00081
2018,01,11,20,30,00,-0.00076
2018,01,11,21,00,00,-0.00077
2018,01,11,21,30,00,-0.00077
2018,01,11,22,00,00,-0.00086
2018,01,11,22,30,00,-0.00086
2018,01,11,23,00,00,-0.0009
2018,01,11,23,30,00,-0.00082
2018,01,12,00,00,00,-0.00082
2018,01,12,00,30,00,-0.00083
2018,01,12,01,00,00,-0.00089
2018,01,12,01,30,00,-0.00077
2018,01,12,02,00,00,-0.00088
2018,01,12,02,30,00,-0.00083
2018,01,12,03,00,00,-0.00078
2018,01,12,03,30,00,-0.00082
2018,01,12,04,00,00,-0.00083
