year,month,date,hour,minute,second,"Sulfuric acid concentrartion [molec cm-3], cf= 5e9",Air temperature [deg C] at 10m,Relative humidity [%] at 10m,SO2 corrected for instrumental drift [ppb] at 10m,Global radiation [W m-2],"CS [s-1] from DPS and OPC corrected for RH,T and factor of 1.5",Wind direction [deg] at 10m,Wind speed [m s-1] at 10m
2021,4,6,9,0,0,4868558.60799551,6.2,69.4,1.3463358778626,252.96,0.00519701289820474,185.54,5.54
2021,4,6,10,0,0,3790892.66061783,5.54,75.79,1.76335877862595,141.81,0.00534680092519531,195.53,5.06
2021,4,6,11,0,0,3328832.68129081,4.43,87.03,1.48698473282443,108.15,0.00689514529157728,188.69,5.01
2021,4,6,12,0,0,4309781.65240958,4.14,96.34,1.71950381679389,133.87,0.00890981313201689,189.12,4.92
2021,4,6,13,0,0,2885702.99744606,3.88,99.72,1.30507633587786,200.65,0.00903157024087631,184,5.12
2021,4,6,14,0,0,897982.972674072,4.06,85.92,0.464923664122137,137.04,0.00607749539594517,191.6,4.17
2021,4,6,15,0,0,501273.607369512,3.99,79.71,0.298282442748091,277.46,0.00377327169789744,197.36,5.57
2021,4,6,16,0,0,618634.949205443,4.46,71.8,0.316259541984733,437.96,0.0038326426643819,194.88,4.37
2021,4,6,17,0,0,655992.844258435,4.33,68.86,0.286793893129771,260.79,0.00412114393264897,190.38,4
2021,4,6,18,0,0,460899.755125865,4.42,66.46,0.358282442748092,141.14,0.00392821665649458,190.62,4.61
2021,4,6,19,0,0,281584.871117957,4.69,63.86,0.373320610687023,104.34,0.00391081875063718,189.53,4.09
2021,4,6,20,0,0,129731.761262519,4.22,64.83,0.416450381679389,8,0.00343123400313971,194.09,4.97
2021,4,6,21,0,0,89535.3605301352,3.62,68.67,0.498969465648855,0,0.00457996907108308,187.45,3.76
2021,4,6,22,0,0,88857.3413249105,3.16,72.46,0.40206106870229,0,0.00498771183141869,187.46,4.25
2021,4,6,23,0,0,101637.560874224,2.6,75.58,0.44087786259542,0,0.00484986655644744,189.04,3.48
