Year,Month,Day,Hour,Minute,Second,HYY_META.WSU336
2022,01,14,16,30,00,5.87556
2022,01,14,17,00,00,5.70944
2022,01,14,17,30,00,5.73067
2022,01,14,18,00,00,5.95822
2022,01,14,18,30,00,6.06872
2022,01,14,19,00,00,5.54039
2022,01,14,19,30,00,5.503
2022,01,14,20,00,00,5.36261
2022,01,14,20,30,00,5.95656
2022,01,14,21,00,00,5.91867
2022,01,14,21,30,00,5.98878
2022,01,14,22,00,00,6.04622
2022,01,14,22,30,00,6.00761
2022,01,14,23,00,00,6.42367
2022,01,14,23,30,00,5.92372
2022,01,15,00,00,00,6.1325
2022,01,15,00,30,00,6.18461
2022,01,15,01,00,00,6.119
2022,01,15,01,30,00,5.72372
2022,01,15,02,00,00,6.52544
2022,01,15,02,30,00,6.17689
2022,01,15,03,00,00,6.37539
2022,01,15,03,30,00,5.79028
2022,01,15,04,00,00,5.60672
2022,01,15,04,30,00,5.27044
2022,01,15,05,00,00,4.74672
2022,01,15,05,30,00,4.82739
2022,01,15,06,00,00,4.98983
2022,01,15,06,30,00,4.55589
2022,01,15,07,00,00,4.91783
2022,01,15,07,30,00,5.21511
2022,01,15,08,00,00,5.13856
2022,01,15,08,30,00,4.25428
2022,01,15,09,00,00,4.46228
2022,01,15,09,30,00,4.56989
2022,01,15,10,00,00,4.7745
2022,01,15,10,30,00,5.07472
2022,01,15,11,00,00,4.7765
2022,01,15,11,30,00,5.21639
2022,01,15,12,00,00,5.05378
2022,01,15,12,30,00,4.709
2022,01,15,13,00,00,4.87978
2022,01,15,13,30,00,4.23333
2022,01,15,14,00,00,4.02778
2022,01,15,14,30,00,3.80328
2022,01,15,15,00,00,2.93872
2022,01,15,15,30,00,3.31506
2022,01,15,16,00,00,2.69556
2022,01,15,16,30,00,2.32767
2022,01,15,17,00,00,2.647
2022,01,15,17,30,00,2.51733
2022,01,15,18,00,00,2.89711
2022,01,15,18,30,00,3.03328
2022,01,15,19,00,00,2.85972
2022,01,15,19,30,00,3.07883
2022,01,15,20,00,00,2.58611
2022,01,15,20,30,00,2.87244
2022,01,15,21,00,00,3.04311
2022,01,15,21,30,00,2.79656
2022,01,15,22,00,00,4.01478
2022,01,15,22,30,00,3.93572
2022,01,15,23,00,00,4.25928
2022,01,15,23,30,00,4.49233
2022,01,16,00,00,00,4.21233
2022,01,16,00,30,00,4.14483
2022,01,16,01,00,00,4.3529
2022,01,16,01,30,00,5.08122
2022,01,16,02,00,00,4.99383
2022,01,16,02,30,00,5.33522
2022,01,16,03,00,00,5.4355
2022,01,16,03,30,00,5.65928
2022,01,16,04,00,00,6.20783
2022,01,16,04,30,00,6.34422
2022,01,16,05,00,00,6.12394
2022,01,16,05,30,00,5.78194
2022,01,16,06,00,00,5.06267
2022,01,16,06,30,00,5.60378
2022,01,16,07,00,00,5.14194
2022,01,16,07,30,00,5.24367
2022,01,16,08,00,00,4.58494
2022,01,16,08,30,00,4.01994
2022,01,16,09,00,00,4.23894
2022,01,16,09,30,00,4.39222
2022,01,16,10,00,00,5.45011
2022,01,16,10,30,00,5.08156
2022,01,16,11,00,00,4.87344
2022,01,16,11,30,00,4.58117
2022,01,16,12,00,00,5.58133
2022,01,16,12,30,00,6.08289
2022,01,16,13,00,00,5.80639
2022,01,16,13,30,00,6.0015
2022,01,16,14,00,00,5.64156
2022,01,16,14,30,00,5.26328
2022,01,16,15,00,00,6.31083
2022,01,16,15,30,00,7.42994
2022,01,16,16,00,00,6.57411
2022,01,16,16,30,00,6.66211
2022,01,16,17,00,00,7.02456
2022,01,16,17,30,00,6.50144
2022,01,16,18,00,00,6.25111
2022,01,16,18,30,00,5.682
2022,01,16,19,00,00,5.67633
2022,01,16,19,30,00,5.24033
2022,01,16,20,00,00,5.25161
2022,01,16,20,30,00,4.94744
2022,01,16,21,00,00,5.07744
2022,01,16,21,30,00,4.56111
2022,01,16,22,00,00,4.66244
2022,01,16,22,30,00,5.64611
2022,01,16,23,00,00,5.31528
2022,01,16,23,30,00,4.54694
2022,01,17,00,00,00,4.74567
