Year,Month,Day,Hour,Minute,Second,HYY_META.T336
2018,01,13,06,00,00,-5.36233
2018,01,13,06,30,00,-5.32
2018,01,13,07,00,00,-5.30567
2018,01,13,07,30,00,-5.271
2018,01,13,08,00,00,-5.26567
2018,01,13,08,30,00,-5.277
2018,01,13,09,00,00,-5.17133
2018,01,13,09,30,00,-5.067
2018,01,13,10,00,00,-4.997
2018,01,13,10,30,00,-4.93933
2018,01,13,11,00,00,-4.84
2018,01,13,11,30,00,-4.76
2018,01,13,12,00,00,-4.54733
2018,01,13,12,30,00,-4.33467
2018,01,13,13,00,00,-4.193
2018,01,13,13,30,00,-4.119
2018,01,13,14,00,00,-4.06367
2018,01,13,14,30,00,-4.01667
2018,01,13,15,00,00,-4.01167
2018,01,13,15,30,00,-4.024
2018,01,13,16,00,00,-4.07367
2018,01,13,16,30,00,-4.12733
2018,01,13,17,00,00,-4.175
2018,01,13,17,30,00,-4.23333
2018,01,13,18,00,00,-4.26733
2018,01,13,18,30,00,-4.31033
2018,01,13,19,00,00,-4.321
2018,01,13,19,30,00,-4.313
2018,01,13,20,00,00,-4.30767
2018,01,13,20,30,00,-4.281
2018,01,13,21,00,00,-4.281
2018,01,13,21,30,00,-4.30033
2018,01,13,22,00,00,-4.31867
2018,01,13,22,30,00,-4.35533
2018,01,13,23,00,00,-4.386
2018,01,13,23,30,00,-4.38767
2018,01,14,00,00,00,-4.376
2018,01,14,00,30,00,-4.39433
2018,01,14,01,00,00,-4.425
2018,01,14,01,30,00,-4.44
2018,01,14,02,00,00,-4.46
2018,01,14,02,30,00,-4.49767
2018,01,14,03,00,00,-4.53267
2018,01,14,03,30,00,-4.55767
2018,01,14,04,00,00,-4.59433
2018,01,14,04,30,00,-4.61267
2018,01,14,05,00,00,-4.67133
2018,01,14,05,30,00,-4.73267
2018,01,14,06,00,00,-4.79233
2018,01,14,06,30,00,-4.86367
2018,01,14,07,00,00,-4.97167
2018,01,14,07,30,00,-5.093
2018,01,14,08,00,00,-5.147
2018,01,14,08,30,00,-5.207
2018,01,14,09,00,00,-5.21833
2018,01,14,09,30,00,-5.239
2018,01,14,10,00,00,-5.248
2018,01,14,10,30,00,-5.28133
2018,01,14,11,00,00,-5.305
2018,01,14,11,30,00,-5.31167
2018,01,14,12,00,00,-5.31367
2018,01,14,12,30,00,-5.283
2018,01,14,13,00,00,-5.21467
2018,01,14,13,30,00,-5.17
2018,01,14,14,00,00,-5.15033
2018,01,14,14,30,00,-5.15567
2018,01,14,15,00,00,-5.152
2018,01,14,15,30,00,-5.16
2018,01,14,16,00,00,-5.163
2018,01,14,16,30,00,-5.15567
2018,01,14,17,00,00,-5.17233
2018,01,14,17,30,00,-5.17367
2018,01,14,18,00,00,-5.21467
2018,01,14,18,30,00,-5.26567
2018,01,14,19,00,00,-5.291
2018,01,14,19,30,00,-5.312
2018,01,14,20,00,00,-5.32933
2018,01,14,20,30,00,-5.35367
2018,01,14,21,00,00,-5.38167
2018,01,14,21,30,00,-5.42933
2018,01,14,22,00,00,-5.52367
2018,01,14,22,30,00,-5.60167
2018,01,14,23,00,00,-5.69733
2018,01,14,23,30,00,-5.823
2018,01,15,00,00,00,-5.96467
2018,01,15,00,30,00,-6.17967
2018,01,15,01,00,00,-6.43033
2018,01,15,01,30,00,-6.65633
2018,01,15,02,00,00,-6.84867
2018,01,15,02,30,00,-6.99233
2018,01,15,03,00,00,-7.22367
2018,01,15,03,30,00,-7.37467
2018,01,15,04,00,00,-7.62667
2018,01,15,04,30,00,-7.83633
2018,01,15,05,00,00,-8.13267
2018,01,15,05,30,00,-8.37833
2018,01,15,06,00,00,-8.49167
2018,01,15,06,30,00,-8.597
2018,01,15,07,00,00,-8.75367
2018,01,15,07,30,00,-8.93633
2018,01,15,08,00,00,-9.06367
2018,01,15,08,30,00,-9.08133
2018,01,15,09,00,00,-9.092
2018,01,15,09,30,00,-9.04333
2018,01,15,10,00,00,-9.03267
2018,01,15,10,30,00,-8.84133
2018,01,15,11,00,00,-8.66967
2018,01,15,11,30,00,-8.56
2018,01,15,12,00,00,-8.54633
2018,01,15,12,30,00,-8.51833
2018,01,15,13,00,00,-8.40567
2018,01,15,13,30,00,-8.23267
2018,01,15,14,00,00,-8.15067
2018,01,15,14,30,00,-8.495
2018,01,15,15,00,00,-8.69633
2018,01,15,15,30,00,-8.734
2018,01,15,16,00,00,-8.86967
2018,01,15,16,30,00,-9.00067
2018,01,15,17,00,00,-9.068
2018,01,15,17,30,00,-9.18233
2018,01,15,18,00,00,-9.41767
2018,01,15,18,30,00,-9.70833
2018,01,15,19,00,00,-9.734
