Year,Month,Day,Hour,Minute,Second,HYY_META.RHTd
2019,07,31,17,30,00,44.13161
2019,07,31,18,00,00,43.09453
2019,07,31,18,30,00,43.79278
2019,07,31,19,00,00,46.61892
2019,07,31,19,30,00,49.97625
2019,07,31,20,00,00,53.74103
2019,07,31,20,30,00,56.08453
2019,07,31,21,00,00,58.71933
2019,07,31,21,30,00,61.33717
2019,07,31,22,00,00,63.31842
2019,07,31,22,30,00,65.25522
2019,07,31,23,00,00,66.84361
2019,07,31,23,30,00,69.22414
2019,08,01,00,00,00,71.70955
2019,08,01,00,30,00,72.18142
2019,08,01,01,00,00,73.06933
2019,08,01,01,30,00,74.36197
2019,08,01,02,00,00,77.19881
2019,08,01,02,30,00,82.43083
2019,08,01,03,00,00,84.59722
2019,08,01,03,30,00,85.98589
2019,08,01,04,00,00,86.25322
2019,08,01,04,30,00,85.19144
2019,08,01,05,00,00,84.37556
2019,08,01,05,30,00,83.41647
2019,08,01,06,00,00,82.47617
2019,08,01,06,30,00,78.34428
2019,08,01,07,00,00,76.40083
2019,08,01,07,30,00,75.40522
2019,08,01,08,00,00,72.9565
2019,08,01,08,30,00,67.51211
2019,08,01,09,00,00,62.9325
2019,08,01,09,30,00,62.1168
2019,08,01,10,00,00,60.67628
2019,08,01,10,30,00,58.83681
2019,08,01,11,00,00,58.85567
2019,08,01,11,30,00,58.92916
2019,08,01,12,00,00,57.30402
2019,08,01,12,30,00,55.72108
2019,08,01,13,00,00,55.30661
2019,08,01,13,30,00,54.06939
2019,08,01,14,00,00,52.02964
2019,08,01,14,30,00,50.11203
2019,08,01,15,00,00,49.05315
2019,08,01,15,30,00,48.78821
2019,08,01,16,00,00,47.00639
2019,08,01,16,30,00,46.4295
2019,08,01,17,00,00,46.34772
2019,08,01,17,30,00,45.50697
2019,08,01,18,00,00,48.08989
2019,08,01,18,30,00,54.42094
2019,08,01,19,00,00,57.47444
2019,08,01,19,30,00,59.24367
2019,08,01,20,00,00,59.92467
2019,08,01,20,30,00,59.61083
2019,08,01,21,00,00,60.00025
2019,08,01,21,30,00,61.17686
2019,08,01,22,00,00,62.36147
2019,08,01,22,30,00,65.29631
2019,08,01,23,00,00,64.46197
2019,08,01,23,30,00,65.42761
2019,08,02,00,00,00,67.05094
2019,08,02,00,30,00,72.65336
2019,08,02,01,00,00,73.07353
2019,08,02,01,30,00,73.36858
2019,08,02,02,00,00,75.21444
2019,08,02,02,30,00,78.25506
2019,08,02,03,00,00,81.75792
2019,08,02,03,30,00,85.08942
2019,08,02,04,00,00,87.42444
2019,08,02,04,30,00,89.19772
2019,08,02,05,00,00,88.83456
2019,08,02,05,30,00,86.30744
2019,08,02,06,00,00,80.88792
2019,08,02,06,30,00,75.55939
2019,08,02,07,00,00,66.38578
2019,08,02,07,30,00,59.51508
2019,08,02,08,00,00,58.20297
2019,08,02,08,30,00,56.40736
2019,08,02,09,00,00,54.454
2019,08,02,09,30,00,52.39514
2019,08,02,10,00,00,51.15861
2019,08,02,10,30,00,51.30356
2019,08,02,11,00,00,50.61739
2019,08,02,11,30,00,47.68656
2019,08,02,12,00,00,46.99875
2019,08,02,12,30,00,47.18261
2019,08,02,13,00,00,46.08039
2019,08,02,13,30,00,46.37853
2019,08,02,14,00,00,46.37656
2019,08,02,14,30,00,48.84336
2019,08,02,15,00,00,49.48039
2019,08,02,15,30,00,48.78458
2019,08,02,16,00,00,48.85783
2019,08,02,16,30,00,49.771
2019,08,02,17,00,00,50.06372
2019,08,02,17,30,00,50.57017
2019,08,02,18,00,00,50.66592
2019,08,02,18,30,00,51.47336
2019,08,02,19,00,00,54.12133
2019,08,02,19,30,00,55.19294
2019,08,02,20,00,00,56.55742
2019,08,02,20,30,00,58.11675
2019,08,02,21,00,00,60.8745
2019,08,02,21,30,00,64.18358
2019,08,02,22,00,00,66.96044
2019,08,02,22,30,00,69.89475
2019,08,02,23,00,00,69.26794
2019,08,02,23,30,00,67.89731
2019,08,03,00,00,00,70.71019
2019,08,03,00,30,00,74.96253
2019,08,03,01,00,00,76.50072
2019,08,03,01,30,00,78.01247
2019,08,03,02,00,00,80.51067
2019,08,03,02,30,00,82.01653
2019,08,03,03,00,00,85.08128
2019,08,03,03,30,00,87.57239
2019,08,03,04,00,00,89.0045
2019,08,03,04,30,00,90.47389
2019,08,03,05,00,00,91.44681
2019,08,03,05,30,00,91.26169
2019,08,03,06,00,00,89.47828
2019,08,03,06,30,00,86.99675
