Year,Month,Day,Hour,Minute,Second,HYY_META.WDU336
2018,01,13,04,30,00,244.944
2018,01,13,05,00,00,231.526
2018,01,13,05,30,00,229.96967
2018,01,13,06,00,00,240.461
2018,01,13,06,30,00,238.102
2018,01,13,07,00,00,231.90233
2018,01,13,07,30,00,226.273
2018,01,13,08,00,00,221.02067
2018,01,13,08,30,00,222.75533
2018,01,13,09,00,00,234.292
2018,01,13,09,30,00,228.62167
2018,01,13,10,00,00,253.45267
2018,01,13,10,30,00,286.717
2018,01,13,11,00,00,273.39967
2018,01,13,11,30,00,227.015
2018,01,13,12,00,00,237.86433
2018,01,13,12,30,00,225.017
2018,01,13,13,00,00,249.38267
2018,01,13,13,30,00,243.64267
2018,01,13,14,00,00,227.19833
2018,01,13,14,30,00,229.824
2018,01,13,15,00,00,226.75233
2018,01,13,15,30,00,221.97133
2018,01,13,16,00,00,252.93067
2018,01,13,16,30,00,284.49
2018,01,13,17,00,00,280.822
2018,01,13,17,30,00,298.285
2018,01,13,18,00,00,298.97167
2018,01,13,18,30,00,238.703
2018,01,13,19,00,00,222.509
2018,01,13,19,30,00,218.39033
2018,01,13,20,00,00,222.12233
2018,01,13,20,30,00,221.63267
2018,01,13,21,00,00,220.672
2018,01,13,21,30,00,232.097
2018,01,13,22,00,00,260.17633
2018,01,13,22,30,00,265.98267
2018,01,13,23,00,00,249.88233
2018,01,13,23,30,00,227.405
2018,01,14,00,00,00,228.026
2018,01,14,00,30,00,218.979
2018,01,14,01,00,00,225.87167
2018,01,14,01,30,00,218.41033
2018,01,14,02,00,00,220.19067
2018,01,14,02,30,00,225.31967
2018,01,14,03,00,00,276.87833
2018,01,14,03,30,00,250.835
2018,01,14,04,00,00,236.85167
2018,01,14,04,30,00,234.61967
2018,01,14,05,00,00,250.76533
2018,01,14,05,30,00,250.297
2018,01,14,06,00,00,248.80667
2018,01,14,06,30,00,235.51533
2018,01,14,07,00,00,222.84733
2018,01,14,07,30,00,233.71167
2018,01,14,08,00,00,268.76033
2018,01,14,08,30,00,251.15
2018,01,14,09,00,00,227.6
2018,01,14,09,30,00,226.63367
2018,01,14,10,00,00,239.74933
2018,01,14,10,30,00,268.45333
2018,01,14,11,00,00,233.266
2018,01,14,11,30,00,218.94133
2018,01,14,12,00,00,270.36767
2018,01,14,12,30,00,199.51433
2018,01,14,13,00,00,216.46533
2018,01,14,13,30,00,240.503
2018,01,14,14,00,00,232.55333
2018,01,14,14,30,00,258.183
2018,01,14,15,00,00,266.43567
2018,01,14,15,30,00,273.95467
2018,01,14,16,00,00,272.992
2018,01,14,16,30,00,269.53067
2018,01,14,17,00,00,271.55467
2018,01,14,17,30,00,252.273
2018,01,14,18,00,00,178.63
2018,01,14,18,30,00,248.781
2018,01,14,19,00,00,262.587
2018,01,14,19,30,00,252.45567
2018,01,14,20,00,00,256.97067
2018,01,14,20,30,00,250.65367
2018,01,14,21,00,00,242.50767
2018,01,14,21,30,00,237.509
2018,01,14,22,00,00,234.12667
2018,01,14,22,30,00,239.71167
2018,01,14,23,00,00,218.09767
2018,01,14,23,30,00,206.65033
2018,01,15,00,00,00,215.60833
2018,01,15,00,30,00,189.05033
2018,01,15,01,00,00,189.215
2018,01,15,01,30,00,201.98933
2018,01,15,02,00,00,211.66433
2018,01,15,02,30,00,214.08
2018,01,15,03,00,00,208.69333
2018,01,15,03,30,00,195.151
2018,01,15,04,00,00,187.473
2018,01,15,04,30,00,185.26067
2018,01,15,05,00,00,211.35733
2018,01,15,05,30,00,211.32
2018,01,15,06,00,00,211.3
